Home ID,Date,Appliance Type,Energy Consumption (kWh)
1,2023-07-30,Lights,1.17
1,2023-07-31,Oven,0.64
1,2023-08-04,Fridge,0.47
1,2023-08-09,Fridge,0.24
1,2023-08-10,Air Conditioning,3.36
1,2023-08-11,Dishwasher,0.26
1,2023-08-12,Oven,1.2
1,2023-08-14,Dishwasher,1.18
1,2023-08-14,Washing Machine,1.35
1,2023-08-15,TV,0.69
1,2023-08-15,Computer,0.57
1,2023-08-19,Dishwasher,1.16
1,2023-08-27,Heater,3.63
1,2023-08-29,Air Conditioning,3.0
1,2023-08-31,TV,1.57
1,2023-09-01,Air Conditioning,3.71
1,2023-09-01,Washing Machine,0.38
1,2023-09-02,Washing Machine,1.39
1,2023-09-06,Washing Machine,1.65
1,2023-09-06,Oven,1.66
1,2023-09-07,Fridge,0.47
1,2023-09-08,Heater,4.07
1,2023-09-09,Fridge,0.37
1,2023-09-10,Oven,1.87
1,2023-09-10,Air Conditioning,2.27
1,2023-09-11,TV,0.8
1,2023-09-13,Air Conditioning,2.06
1,2023-09-16,Computer,1.51
1,2023-09-16,Lights,1.1
1,2023-09-19,Air Conditioning,3.87
1,2023-09-20,Computer,0.66
1,2023-09-20,Oven,0.28
1,2023-09-21,Washing Machine,1.62
1,2023-09-21,Fridge,0.26
1,2023-09-22,Lights,0.53
1,2023-09-22,Microwave,0.38
1,2023-09-28,Heater,2.29
1,2023-09-29,TV,0.28
1,2023-10-02,Oven,1.8
1,2023-10-04,Fridge,0.27
1,2023-10-07,Lights,1.56
1,2023-10-09,Fridge,0.22
1,2023-10-14,Computer,0.86
1,2023-10-15,Fridge,0.25
1,2023-10-15,Air Conditioning,4.03
1,2023-10-16,Air Conditioning,2.71
1,2023-10-22,Microwave,0.43
1,2023-10-24,Computer,1.61
1,2023-10-27,Microwave,1.39
1,2023-10-29,Microwave,1.05
1,2023-11-01,Microwave,1.67
1,2023-11-01,Fridge,0.33
1,2023-11-04,Washing Machine,1.91
1,2023-11-05,Computer,0.84
1,2023-11-07,Dishwasher,0.38
1,2023-11-07,Air Conditioning,3.17
1,2023-11-09,Washing Machine,0.64
1,2023-11-11,Computer,1.57
1,2023-11-12,TV,0.21
1,2023-11-13,Washing Machine,1.96
1,2023-11-14,Air Conditioning,2.36
1,2023-11-15,Dishwasher,1.98
1,2023-11-15,Fridge,0.12
1,2023-11-15,Lights,0.8
1,2023-11-19,Dishwasher,0.37
1,2023-11-23,Dishwasher,1.56
1,2023-11-23,TV,1.66
1,2023-11-24,Microwave,0.62
1,2023-11-25,Air Conditioning,3.78
1,2023-11-27,Microwave,1.29
1,2023-11-28,Lights,1.78
1,2023-11-30,Lights,0.46
1,2023-12-01,Dishwasher,1.65
1,2023-12-01,Oven,1.0
1,2023-12-03,Fridge,0.33
1,2023-12-07,Washing Machine,1.56
1,2023-12-07,Computer,0.46
1,2023-12-08,Oven,0.22
1,2023-12-09,Washing Machine,1.89
1,2023-12-09,Lights,1.68
1,2023-12-12,Dishwasher,0.34
1,2023-12-13,Washing Machine,1.88
1,2023-12-14,Lights,1.22
1,2023-12-17,Microwave,1.2
1,2023-12-18,Washing Machine,1.28
1,2023-12-19,Computer,0.8
1,2023-12-19,Fridge,0.26
1,2023-12-27,Oven,0.31
1,2023-12-29,Computer,0.74
1,2023-12-31,Oven,1.81
2,2023-01-05,Heater,4.61
2,2023-01-06,Oven,0.63
2,2023-01-12,Air Conditioning,4.93
2,2023-01-12,Washing Machine,1.31
2,2023-01-14,Air Conditioning,3.34
2,2023-01-14,Fridge,0.47
2,2023-01-15,Heater,2.51
2,2023-01-15,Fridge,0.15
2,2023-01-15,Heater,4.0
2,2023-01-16,TV,1.82
2,2023-01-17,Lights,1.31
2,2023-01-17,Heater,2.94
2,2023-01-20,Oven,1.76
2,2023-01-23,Air Conditioning,2.48
2,2023-01-24,Oven,0.66
2,2023-01-28,Washing Machine,0.42
2,2023-01-29,Lights,1.66
2,2023-01-29,Dishwasher,0.4
2,2023-01-31,Lights,1.66
2,2023-01-31,Oven,0.78
2,2023-02-02,Computer,1.48
2,2023-02-03,Oven,1.94
2,2023-02-04,Lights,0.29
2,2023-02-06,TV,1.15
2,2023-02-06,Air Conditioning,2.32
2,2023-02-08,Fridge,0.26
2,2023-02-08,Heater,3.11
2,2023-02-10,Computer,0.34
2,2023-02-11,Lights,0.26
2,2023-02-12,Fridge,0.2
2,2023-02-12,Air Conditioning,2.69
2,2023-02-12,Oven,1.99
2,2023-02-14,Computer,0.75
2,2023-02-15,Oven,1.81
2,2023-02-17,Computer,1.16
2,2023-02-17,Lights,0.92
2,2023-02-21,Washing Machine,1.98
2,2023-02-23,Air Conditioning,4.01
2,2023-02-27,Oven,1.28
2,2023-03-02,Washing Machine,0.71
2,2023-03-02,Lights,1.77
2,2023-03-03,Microwave,0.85
2,2023-03-05,Heater,3.08
2,2023-03-10,Computer,0.97
2,2023-03-21,Air Conditioning,2.62
2,2023-03-22,Microwave,0.34
2,2023-03-25,TV,0.26
2,2023-03-30,TV,0.88
2,2023-03-30,Heater,2.57
2,2023-03-31,Fridge,0.45
2,2023-04-03,Lights,0.48
2,2023-04-04,Fridge,0.26
2,2023-04-04,TV,1.81
2,2023-04-04,Lights,1.49
2,2023-04-08,Washing Machine,1.88
2,2023-04-08,Washing Machine,0.58
2,2023-04-09,Computer,1.96
2,2023-04-12,TV,1.74
2,2023-04-16,Oven,1.56
2,2023-04-17,Heater,2.03
2,2023-04-17,Oven,1.39
2,2023-04-17,Washing Machine,1.18
2,2023-04-20,TV,0.8
2,2023-04-21,Washing Machine,1.87
2,2023-04-22,TV,1.95
2,2023-04-23,Air Conditioning,3.62
2,2023-04-25,Microwave,0.32
2,2023-04-26,Heater,4.27
2,2023-04-27,Oven,1.89
2,2023-04-29,Fridge,0.17
2,2023-05-05,Fridge,0.28
2,2023-05-07,Air Conditioning,2.29
2,2023-05-09,Fridge,0.29
2,2023-05-13,TV,1.15
2,2023-05-16,Dishwasher,0.25
2,2023-05-19,Air Conditioning,3.18
2,2023-05-19,Microwave,0.22
2,2023-05-19,Heater,3.42
2,2023-05-20,Washing Machine,0.25
2,2023-05-25,Oven,0.73
2,2023-05-25,Washing Machine,1.95
2,2023-05-25,Fridge,0.48
2,2023-06-02,Microwave,0.7
2,2023-06-04,Computer,0.48
2,2023-06-05,Heater,4.06
2,2023-06-05,Heater,4.32
2,2023-06-06,Computer,1.35
2,2023-06-07,Computer,0.7
2,2023-06-13,TV,1.54
2,2023-06-13,Oven,0.88
2,2023-06-13,Computer,0.23
2,2023-06-15,Oven,1.23
2,2023-06-16,TV,0.82
2,2023-06-16,Microwave,1.37
2,2023-06-18,Heater,2.44
2,2023-06-18,Microwave,1.39
2,2023-06-18,Lights,0.84
2,2023-06-21,Heater,3.06
2,2023-06-25,Computer,1.86
2,2023-06-28,Lights,1.76
2,2023-07-01,Computer,1.68
2,2023-07-05,Computer,1.34
2,2023-07-05,Oven,0.94
2,2023-07-07,Lights,1.38
2,2023-07-10,Microwave,1.82
2,2023-07-10,Washing Machine,1.01
2,2023-07-10,Oven,0.39
2,2023-07-11,Heater,2.43
2,2023-07-12,Fridge,0.36
2,2023-07-14,Lights,0.61
2,2023-07-14,Air Conditioning,4.06
2,2023-07-16,Dishwasher,0.92
2,2023-07-16,Washing Machine,0.4
2,2023-07-18,Dishwasher,0.5
2,2023-07-18,Heater,4.03
2,2023-07-20,Lights,0.62
2,2023-07-23,Lights,0.66
2,2023-07-25,TV,1.74
2,2023-07-30,TV,0.78
2,2023-07-31,Lights,1.39
2,2023-08-03,Computer,0.44
2,2023-08-03,Oven,0.52
2,2023-08-04,Lights,0.28
2,2023-08-07,Air Conditioning,3.29
2,2023-08-10,Fridge,0.26
2,2023-08-10,Microwave,1.72
2,2023-08-10,Washing Machine,1.68
2,2023-08-12,Dishwasher,1.61
2,2023-08-13,TV,1.52
2,2023-08-15,Heater,2.08
2,2023-08-17,Heater,4.07
2,2023-08-17,Computer,1.64
2,2023-08-17,Lights,1.4
2,2023-08-18,TV,1.81
2,2023-08-19,Oven,1.83
2,2023-08-22,Computer,0.78
2,2023-08-23,TV,0.45
2,2023-08-23,Lights,0.37
2,2023-08-24,Oven,0.97
2,2023-08-25,Oven,0.84
2,2023-08-26,Fridge,0.31
2,2023-08-28,Air Conditioning,4.38
2,2023-08-29,Dishwasher,1.85
2,2023-08-29,Fridge,0.25
2,2023-08-30,Dishwasher,1.5
2,2023-09-02,Dishwasher,1.97
2,2023-09-08,Air Conditioning,2.67
2,2023-09-09,Microwave,1.49
2,2023-09-13,Lights,0.41
2,2023-09-13,TV,0.78
2,2023-09-15,TV,0.73
2,2023-09-18,Washing Machine,1.21
2,2023-09-20,Heater,2.14
2,2023-09-21,Washing Machine,1.06
2,2023-09-22,Computer,0.21
2,2023-09-23,Oven,1.87
2,2023-09-25,Lights,1.88
2,2023-09-25,Dishwasher,1.93
2,2023-09-25,Lights,1.92
2,2023-09-27,Washing Machine,1.9
2,2023-09-27,Microwave,0.45
2,2023-09-28,Dishwasher,0.89
2,2023-09-29,Lights,0.46
2,2023-10-01,Heater,2.77
2,2023-10-03,Fridge,0.35
2,2023-10-06,Washing Machine,0.67
2,2023-10-06,Heater,4.05
2,2023-10-07,Air Conditioning,3.52
2,2023-10-08,Fridge,0.19
2,2023-10-10,Microwave,0.53
2,2023-10-13,Air Conditioning,4.46
2,2023-10-14,Oven,1.89
2,2023-10-16,Dishwasher,1.01
2,2023-10-19,Computer,1.02
2,2023-10-20,Computer,0.43
2,2023-10-21,Oven,0.83
2,2023-10-25,Dishwasher,1.95
2,2023-10-31,Oven,1.87
2,2023-11-08,Fridge,0.4
2,2023-11-09,Lights,1.55
2,2023-11-14,Computer,1.23
2,2023-11-15,Heater,4.12
2,2023-11-16,Computer,0.84
2,2023-11-17,Microwave,1.86
2,2023-11-19,TV,0.3
2,2023-11-21,Air Conditioning,2.95
2,2023-11-21,Computer,0.79
2,2023-11-23,TV,0.62
2,2023-11-27,Microwave,1.13
2,2023-11-28,Oven,0.47
2,2023-12-03,Microwave,0.96
2,2023-12-04,Heater,2.77
2,2023-12-04,Washing Machine,0.93
2,2023-12-05,Lights,1.13
2,2023-12-05,Heater,2.54
2,2023-12-09,TV,1.87
2,2023-12-13,Computer,0.47
2,2023-12-17,Computer,1.19
2,2023-12-18,Heater,3.11
2,2023-12-18,TV,1.56
2,2023-12-23,Microwave,1.37
2,2023-12-24,Computer,1.07
2,2023-12-24,Lights,1.48
2,2023-12-26,TV,0.56
2,2023-12-27,Oven,1.62
2,2023-12-29,TV,0.68
2,2023-12-30,Computer,1.65
2,2023-12-31,Oven,0.83
2,2023-12-31,Washing Machine,2.0
3,2023-01-02,Computer,0.71
3,2023-01-05,Lights,1.05
3,2023-01-13,Washing Machine,1.48
3,2023-01-20,Heater,4.57
3,2023-01-20,Fridge,0.36
3,2023-01-21,Microwave,0.99
3,2023-01-23,Lights,1.99
3,2023-01-26,Lights,0.34
3,2023-01-29,Washing Machine,1.57
3,2023-01-29,TV,0.32
3,2023-01-31,Air Conditioning,3.91
3,2023-02-01,Microwave,1.69
3,2023-02-02,Computer,1.18
3,2023-02-02,Computer,1.78
3,2023-02-04,Dishwasher,1.69
3,2023-02-05,Heater,3.02
3,2023-02-08,Fridge,0.38
3,2023-02-10,Air Conditioning,4.32
3,2023-02-10,Fridge,0.2
3,2023-02-11,Oven,1.64
3,2023-02-11,TV,1.25
3,2023-02-11,Washing Machine,0.29
3,2023-02-14,Washing Machine,1.94
3,2023-02-14,Washing Machine,1.8
3,2023-02-15,Washing Machine,1.12
3,2023-02-16,Microwave,1.78
3,2023-02-18,Lights,0.83
3,2023-02-20,TV,0.47
3,2023-02-20,TV,0.3
3,2023-02-23,Fridge,0.34
3,2023-02-24,Computer,0.57
3,2023-02-26,Dishwasher,1.18
3,2023-02-26,Air Conditioning,2.73
3,2023-02-26,Air Conditioning,4.98
3,2023-02-27,Oven,0.8
3,2023-02-28,TV,0.71
3,2023-03-04,Lights,1.45
3,2023-03-04,Fridge,0.4
3,2023-03-04,TV,0.31
3,2023-03-09,TV,1.4
3,2023-03-10,Lights,0.41
3,2023-03-10,Computer,1.73
3,2023-03-11,Microwave,0.3
3,2023-03-13,Computer,0.95
3,2023-03-13,Dishwasher,1.53
3,2023-03-16,TV,1.29
3,2023-03-16,Lights,1.63
3,2023-03-17,Heater,4.02
3,2023-03-17,Heater,4.4
3,2023-03-19,Microwave,0.4
3,2023-03-19,TV,1.44
3,2023-03-21,Heater,3.6
3,2023-03-24,Air Conditioning,4.77
3,2023-03-27,Washing Machine,0.21
3,2023-03-29,Washing Machine,1.13
3,2023-03-31,Heater,2.8
3,2023-04-01,Microwave,1.57
3,2023-04-03,TV,1.78
3,2023-04-04,Dishwasher,1.1
3,2023-04-06,Dishwasher,1.32
3,2023-04-09,TV,1.02
3,2023-04-09,Microwave,0.61
3,2023-04-10,Fridge,0.18
3,2023-04-12,Heater,4.33
3,2023-04-18,Computer,1.95
3,2023-04-20,Air Conditioning,3.85
3,2023-04-26,Microwave,1.33
3,2023-04-26,Fridge,0.14
3,2023-04-27,Heater,3.65
3,2023-04-28,Microwave,0.62
3,2023-04-29,Fridge,0.17
3,2023-04-30,Microwave,0.97
3,2023-05-01,Oven,0.81
3,2023-05-02,Dishwasher,1.9
3,2023-05-11,TV,1.74
3,2023-05-11,Microwave,1.53
3,2023-05-12,Air Conditioning,3.41
3,2023-05-16,Microwave,1.39
3,2023-05-17,Oven,1.56
3,2023-05-19,Air Conditioning,2.08
3,2023-05-20,Computer,0.35
3,2023-05-25,Microwave,0.46
3,2023-05-30,Air Conditioning,3.85
3,2023-05-31,Washing Machine,1.05
3,2023-06-02,Fridge,0.14
3,2023-06-04,Microwave,0.76
3,2023-06-05,Washing Machine,1.14
3,2023-06-06,Lights,1.36
3,2023-06-13,Heater,3.54
3,2023-06-18,Oven,1.8
3,2023-06-21,Oven,0.91
3,2023-06-22,TV,1.83
3,2023-06-24,Air Conditioning,3.9
3,2023-06-25,Fridge,0.38
3,2023-06-27,Air Conditioning,4.15
3,2023-06-29,Heater,3.32
3,2023-07-03,Computer,1.37
3,2023-07-06,Dishwasher,1.03
3,2023-07-07,Microwave,1.33
3,2023-07-07,Dishwasher,1.47
3,2023-07-09,Microwave,1.45
3,2023-07-10,TV,1.33
3,2023-07-11,TV,0.96
3,2023-07-12,TV,0.38
3,2023-07-14,Computer,0.77
3,2023-07-14,Microwave,1.4
3,2023-07-15,Fridge,0.38
3,2023-07-17,Heater,4.93
3,2023-07-18,Computer,1.42
3,2023-07-20,Heater,3.42
3,2023-07-22,Microwave,1.61
3,2023-07-23,Dishwasher,0.78
3,2023-07-24,Oven,0.74
3,2023-07-25,Oven,1.71
3,2023-07-25,Microwave,1.31
3,2023-07-27,Lights,1.34
3,2023-07-29,Washing Machine,1.69
3,2023-07-31,Dishwasher,1.44
3,2023-08-02,Heater,4.91
3,2023-08-02,TV,1.58
3,2023-08-05,Computer,0.36
3,2023-08-07,Air Conditioning,3.99
3,2023-08-07,Fridge,0.44
3,2023-08-12,Computer,0.37
3,2023-08-13,Air Conditioning,4.61
3,2023-08-17,Lights,1.54
3,2023-08-20,Washing Machine,0.93
3,2023-08-22,Lights,0.95
3,2023-08-23,Lights,0.22
3,2023-08-24,Computer,1.23
3,2023-08-25,Heater,3.27
3,2023-08-26,Air Conditioning,2.63
3,2023-08-28,Fridge,0.15
3,2023-08-28,TV,0.69
3,2023-08-29,Fridge,0.4
3,2023-09-01,Computer,1.59
3,2023-09-02,Air Conditioning,2.65
3,2023-09-03,Dishwasher,0.48
3,2023-09-04,Heater,2.94
3,2023-09-04,Lights,0.93
3,2023-09-05,Fridge,0.37
3,2023-09-06,Heater,4.15
3,2023-09-09,Microwave,1.0
3,2023-09-09,Washing Machine,1.11
3,2023-09-10,TV,0.73
3,2023-09-12,Washing Machine,0.57
3,2023-09-15,Microwave,1.42
3,2023-09-16,Microwave,1.21
3,2023-09-17,Washing Machine,2.0
3,2023-09-18,Fridge,0.47
3,2023-09-20,Lights,1.5
3,2023-09-20,Air Conditioning,4.96
3,2023-09-21,Heater,4.93
3,2023-09-28,TV,0.25
3,2023-09-29,Microwave,1.77
3,2023-09-30,Computer,1.66
3,2023-09-30,Dishwasher,0.67
3,2023-10-01,TV,1.35
3,2023-10-02,Dishwasher,0.68
3,2023-10-02,Washing Machine,1.84
3,2023-10-06,Washing Machine,1.88
3,2023-10-07,Microwave,0.97
3,2023-10-07,Microwave,0.23
3,2023-10-07,Dishwasher,0.4
3,2023-10-08,Microwave,0.65
3,2023-10-09,TV,1.08
3,2023-10-10,Lights,0.37
3,2023-10-11,Microwave,1.16
3,2023-10-12,Dishwasher,0.52
3,2023-10-12,Fridge,0.38
3,2023-10-13,Oven,1.95
3,2023-10-14,Heater,3.8
3,2023-10-15,Air Conditioning,3.57
3,2023-10-15,Dishwasher,0.56
3,2023-10-18,Lights,1.73
3,2023-10-18,Microwave,1.57
3,2023-10-19,Microwave,1.76
3,2023-10-20,Lights,1.89
3,2023-10-23,Oven,1.84
3,2023-10-24,Fridge,0.38
3,2023-10-28,Washing Machine,0.61
3,2023-10-29,Oven,0.76
3,2023-10-31,Oven,1.46
3,2023-10-31,Computer,0.24
3,2023-11-01,Computer,1.82
3,2023-11-01,Oven,0.96
3,2023-11-04,Air Conditioning,2.15
3,2023-11-04,Microwave,0.32
3,2023-11-06,Dishwasher,1.56
3,2023-11-06,TV,0.21
3,2023-11-09,Microwave,0.37
3,2023-11-09,Air Conditioning,2.8
3,2023-11-10,Air Conditioning,3.74
3,2023-11-11,Microwave,1.11
3,2023-11-11,Dishwasher,0.76
3,2023-11-12,Heater,3.96
3,2023-11-13,Computer,0.56
3,2023-11-15,Computer,1.12
3,2023-11-18,Microwave,1.74
3,2023-11-30,Heater,4.32
3,2023-12-05,Computer,0.52
3,2023-12-09,Fridge,0.4
3,2023-12-09,Oven,1.01
3,2023-12-10,Microwave,1.85
3,2023-12-13,Washing Machine,1.01
3,2023-12-14,Washing Machine,1.27
3,2023-12-15,Dishwasher,1.66
3,2023-12-18,Dishwasher,1.05
3,2023-12-21,Microwave,0.88
3,2023-12-21,TV,1.04
3,2023-12-21,Computer,1.77
3,2023-12-22,Washing Machine,0.46
3,2023-12-22,Dishwasher,0.48
3,2023-12-23,Fridge,0.31
3,2023-12-30,Heater,2.48
3,2023-12-31,Computer,0.45
4,2023-01-06,Heater,3.03
4,2023-01-10,Microwave,1.73
4,2023-01-18,Heater,2.7
4,2023-01-18,Washing Machine,1.95
4,2023-01-21,Air Conditioning,4.92
4,2023-01-25,TV,0.7
4,2023-01-25,Lights,0.31
4,2023-01-29,Oven,1.93
4,2023-01-29,Oven,1.47
4,2023-01-30,TV,1.19
4,2023-02-01,TV,0.62
4,2023-02-03,Dishwasher,1.48
4,2023-02-04,Dishwasher,1.89
4,2023-02-10,TV,0.53
4,2023-02-14,TV,1.11
4,2023-02-17,Air Conditioning,2.69
4,2023-02-19,Dishwasher,1.15
4,2023-02-19,Computer,0.64
4,2023-02-20,Washing Machine,0.41
4,2023-02-26,Computer,1.32
4,2023-02-28,Lights,1.04
4,2023-03-02,TV,1.57
4,2023-03-03,Computer,1.69
4,2023-03-07,Heater,2.12
4,2023-03-13,Washing Machine,1.94
4,2023-03-15,Dishwasher,1.99
4,2023-03-16,Washing Machine,0.33
4,2023-03-17,Microwave,0.49
4,2023-03-20,Heater,4.53
4,2023-03-22,TV,1.97
4,2023-03-23,Oven,0.6
4,2023-03-25,Washing Machine,1.49
4,2023-03-25,Lights,1.43
4,2023-03-26,Computer,0.92
4,2023-03-29,Heater,3.6
4,2023-04-02,Heater,2.61
4,2023-04-03,Computer,0.51
4,2023-04-10,Fridge,0.37
4,2023-04-11,Microwave,1.63
4,2023-04-13,Washing Machine,0.63
4,2023-04-16,Fridge,0.42
4,2023-04-16,Lights,0.41
4,2023-04-17,Fridge,0.41
4,2023-04-20,Computer,0.23
4,2023-04-29,Air Conditioning,2.38
4,2023-05-02,TV,1.71
4,2023-05-03,Fridge,0.3
4,2023-05-07,Heater,3.97
4,2023-05-09,Oven,0.36
4,2023-05-11,Oven,0.28
4,2023-05-11,Oven,0.73
4,2023-05-12,Microwave,0.23
4,2023-05-17,TV,1.25
4,2023-05-19,TV,1.26
4,2023-05-19,Oven,0.33
4,2023-05-19,Air Conditioning,3.82
4,2023-05-22,TV,1.73
4,2023-05-23,Fridge,0.11
4,2023-05-23,Lights,0.97
4,2023-05-25,Washing Machine,0.97
4,2023-05-26,Fridge,0.5
4,2023-05-27,Air Conditioning,4.76
4,2023-05-28,Dishwasher,0.71
4,2023-05-29,Washing Machine,0.49
4,2023-05-29,Heater,4.15
4,2023-06-02,Air Conditioning,2.83
4,2023-06-02,Dishwasher,1.08
4,2023-06-06,Air Conditioning,4.85
4,2023-06-08,Dishwasher,0.99
4,2023-06-09,Heater,2.25
4,2023-06-11,Air Conditioning,4.33
4,2023-06-19,Fridge,0.16
4,2023-06-20,Washing Machine,1.23
4,2023-06-20,Heater,2.07
4,2023-06-22,Microwave,0.64
4,2023-07-04,Microwave,0.32
4,2023-07-06,Washing Machine,1.93
4,2023-07-10,TV,1.24
4,2023-07-10,TV,0.54
4,2023-07-11,Washing Machine,0.38
4,2023-07-11,Lights,1.09
4,2023-07-12,Dishwasher,1.2
4,2023-07-20,Dishwasher,0.99
4,2023-07-21,Fridge,0.38
4,2023-07-24,Washing Machine,1.2
4,2023-07-26,Microwave,1.07
4,2023-07-27,Microwave,1.58
4,2023-08-02,Oven,0.31
4,2023-08-03,Computer,1.14
4,2023-08-05,TV,1.16
4,2023-08-08,Dishwasher,1.07
4,2023-08-08,Air Conditioning,3.38
4,2023-08-09,Lights,1.92
4,2023-08-12,Washing Machine,1.72
4,2023-08-14,Oven,0.57
4,2023-08-17,Oven,1.84
4,2023-08-19,Air Conditioning,3.59
4,2023-08-22,Washing Machine,1.34
4,2023-08-23,Fridge,0.13
4,2023-08-25,Dishwasher,1.84
4,2023-09-04,Heater,3.5
4,2023-09-05,Computer,0.8
4,2023-09-05,Lights,1.04
4,2023-09-08,Fridge,0.46
4,2023-09-10,Computer,1.55
4,2023-09-12,Air Conditioning,2.44
4,2023-09-12,Fridge,0.14
4,2023-09-12,Air Conditioning,2.79
4,2023-09-13,Air Conditioning,2.33
4,2023-09-15,Washing Machine,1.08
4,2023-09-18,TV,1.16
4,2023-09-19,Oven,0.88
4,2023-09-20,Air Conditioning,2.9
4,2023-09-21,Dishwasher,1.24
4,2023-09-22,Microwave,1.84
4,2023-09-23,Heater,2.92
4,2023-09-23,TV,0.52
4,2023-09-26,Heater,2.56
4,2023-09-29,Washing Machine,0.23
4,2023-10-01,Washing Machine,1.75
4,2023-10-01,Dishwasher,0.4
4,2023-10-01,Computer,1.17
4,2023-10-01,TV,1.22
4,2023-10-03,Heater,2.53
4,2023-10-06,Oven,0.51
4,2023-10-07,Fridge,0.49
4,2023-10-07,Oven,0.25
4,2023-10-10,Dishwasher,0.41
4,2023-10-10,Oven,0.81
4,2023-10-11,Computer,1.96
4,2023-10-12,Microwave,1.11
4,2023-10-17,Oven,1.48
4,2023-10-17,Computer,1.81
4,2023-10-18,Lights,1.71
4,2023-10-18,Computer,0.69
4,2023-10-19,Dishwasher,1.09
4,2023-10-23,Heater,4.57
